PassengerId,Survived,Ticket_class,Sex,Age,Sib_spouse,Parent_child,Fare,Embarked,relatives
505,yes,1st class,female,16.0,0,0,86.5,S,0
506,no,1st class,male,18.0,1,0,108.9,C,1
507,yes,2nd class,female,33.0,0,2,26.0,S,2
508,yes,1st class,male,29.0,0,0,26.55,S,0
509,no,3rd class,male,28.0,0,0,22.525,S,0
510,yes,3rd class,male,26.0,0,0,56.4958,S,0
511,yes,3rd class,male,29.0,0,0,7.75,Q,0
512,no,3rd class,male,29.0,0,0,8.05,S,0
513,yes,1st class,male,36.0,0,0,26.2875,S,0
514,yes,1st class,female,54.0,1,0,59.4,C,1
515,no,3rd class,male,24.0,0,0,7.4958,S,0
516,no,1st class,male,47.0,0,0,34.0208,S,0
517,yes,2nd class,female,34.0,0,0,10.5,S,0
518,no,3rd class,male,29.0,0,0,24.15,Q,0
519,yes,2nd class,female,36.0,1,0,26.0,S,1
520,no,3rd class,male,32.0,0,0,7.8958,S,0
521,yes,1st class,female,30.0,0,0,93.5,S,0
522,no,3rd class,male,22.0,0,0,7.8958,S,0
523,no,3rd class,male,29.0,0,0,7.225,C,0
524,yes,1st class,female,44.0,0,1,57.9792,C,1
525,no,3rd class,male,29.0,0,0,7.2292,C,0
526,no,3rd class,male,40.5,0,0,7.75,Q,0
527,yes,2nd class,female,50.0,0,0,10.5,S,0
528,no,1st class,male,29.0,0,0,221.7792,S,0
529,no,3rd class,male,39.0,0,0,7.925,S,0
530,no,2nd class,male,23.0,2,1,11.5,S,3
531,yes,2nd class,female,2.0,1,1,26.0,S,2
532,no,3rd class,male,29.0,0,0,7.2292,C,0
533,no,3rd class,male,17.0,1,1,7.2292,C,2
534,yes,3rd class,female,29.0,0,2,22.3583,C,2
535,no,3rd class,female,30.0,0,0,8.6625,S,0
536,yes,2nd class,female,7.0,0,2,26.25,S,2
537,no,1st class,male,45.0,0,0,26.55,S,0
538,yes,1st class,female,30.0,0,0,106.425,C,0
539,no,3rd class,male,29.0,0,0,14.5,S,0
540,yes,1st class,female,22.0,0,2,49.5,C,2
541,yes,1st class,female,36.0,0,2,71.0,S,2
542,no,3rd class,female,9.0,4,2,31.275,S,6
543,no,3rd class,female,11.0,4,2,31.275,S,6
544,yes,2nd class,male,32.0,1,0,26.0,S,1
545,no,1st class,male,50.0,1,0,106.425,C,1
546,no,1st class,male,64.0,0,0,26.0,S,0
547,yes,2nd class,female,19.0,1,0,26.0,S,1
548,yes,2nd class,male,29.0,0,0,13.8625,C,0
549,no,3rd class,male,33.0,1,1,20.525,S,2
550,yes,2nd class,male,8.0,1,1,36.75,S,2
551,yes,1st class,male,17.0,0,2,110.8833,C,2
552,no,2nd class,male,27.0,0,0,26.0,S,0
553,no,3rd class,male,29.0,0,0,7.8292,Q,0
554,yes,3rd class,male,22.0,0,0,7.225,C,0
555,yes,3rd class,female,22.0,0,0,7.775,S,0
556,no,1st class,male,62.0,0,0,26.55,S,0
557,yes,1st class,female,48.0,1,0,39.6,C,1
558,no,1st class,male,29.0,0,0,227.525,C,0
559,yes,1st class,female,39.0,1,1,79.65,S,2
560,yes,3rd class,female,36.0,1,0,17.4,S,1
561,no,3rd class,male,29.0,0,0,7.75,Q,0
562,no,3rd class,male,40.0,0,0,7.8958,S,0
563,no,2nd class,male,28.0,0,0,13.5,S,0
564,no,3rd class,male,29.0,0,0,8.05,S,0
565,no,3rd class,female,29.0,0,0,8.05,S,0
566,no,3rd class,male,24.0,2,0,24.15,S,2
567,no,3rd class,male,19.0,0,0,7.8958,S,0
568,no,3rd class,female,29.0,0,4,21.075,S,4
569,no,3rd class,male,29.0,0,0,7.2292,C,0
570,yes,3rd class,male,32.0,0,0,7.8542,S,0
571,yes,2nd class,male,62.0,0,0,10.5,S,0
572,yes,1st class,female,53.0,2,0,51.4792,S,2
573,yes,1st class,male,36.0,0,0,26.3875,S,0
574,yes,3rd class,female,29.0,0,0,7.75,Q,0
575,no,3rd class,male,16.0,0,0,8.05,S,0
576,no,3rd class,male,19.0,0,0,14.5,S,0
577,yes,2nd class,female,34.0,0,0,13.0,S,0
578,yes,1st class,female,39.0,1,0,55.9,S,1
579,no,3rd class,female,29.0,1,0,14.4583,C,1
580,yes,3rd class,male,32.0,0,0,7.925,S,0
581,yes,2nd class,female,25.0,1,1,30.0,S,2
582,yes,1st class,female,39.0,1,1,110.8833,C,2
583,no,2nd class,male,54.0,0,0,26.0,S,0
584,no,1st class,male,36.0,0,0,40.125,C,0
585,no,3rd class,male,29.0,0,0,8.7125,C,0
586,yes,1st class,female,18.0,0,2,79.65,S,2
587,no,2nd class,male,47.0,0,0,15.0,S,0
588,yes,1st class,male,60.0,1,1,79.2,C,2
589,no,3rd class,male,22.0,0,0,8.05,S,0
590,no,3rd class,male,29.0,0,0,8.05,S,0
591,no,3rd class,male,35.0,0,0,7.125,S,0
592,yes,1st class,female,52.0,1,0,78.2667,C,1
593,no,3rd class,male,47.0,0,0,7.25,S,0
594,no,3rd class,female,29.0,0,2,7.75,Q,2
595,no,2nd class,male,37.0,1,0,26.0,S,1
596,no,3rd class,male,36.0,1,1,24.15,S,2
597,yes,2nd class,female,29.0,0,0,33.0,S,0
598,no,3rd class,male,49.0,0,0,0.0,S,0
599,no,3rd class,male,29.0,0,0,7.225,C,0
600,yes,1st class,male,49.0,1,0,56.9292,C,1
601,yes,2nd class,female,24.0,2,1,27.0,S,3
602,no,3rd class,male,29.0,0,0,7.8958,S,0
603,no,1st class,male,29.0,0,0,42.4,S,0
604,no,3rd class,male,44.0,0,0,8.05,S,0
605,yes,1st class,male,35.0,0,0,26.55,C,0
606,no,3rd class,male,36.0,1,0,15.55,S,1
607,no,3rd class,male,30.0,0,0,7.8958,S,0
608,yes,1st class,male,27.0,0,0,30.5,S,0
609,yes,2nd class,female,22.0,1,2,41.5792,C,3
610,yes,1st class,female,40.0,0,0,153.4625,S,0
611,no,3rd class,female,39.0,1,5,31.275,S,6
612,no,3rd class,male,29.0,0,0,7.05,S,0
613,yes,3rd class,female,29.0,1,0,15.5,Q,1
614,no,3rd class,male,29.0,0,0,7.75,Q,0
615,no,3rd class,male,35.0,0,0,8.05,S,0
616,yes,2nd class,female,24.0,1,2,65.0,S,3
617,no,3rd class,male,34.0,1,1,14.4,S,2
618,no,3rd class,female,26.0,1,0,16.1,S,1
619,yes,2nd class,female,4.0,2,1,39.0,S,3
620,no,2nd class,male,26.0,0,0,10.5,S,0
621,no,3rd class,male,27.0,1,0,14.4542,C,1
622,yes,1st class,male,42.0,1,0,52.5542,S,1
623,yes,3rd class,male,20.0,1,1,15.7417,C,2
624,no,3rd class,male,21.0,0,0,7.8542,S,0
625,no,3rd class,male,21.0,0,0,16.1,S,0
626,no,1st class,male,61.0,0,0,32.3208,S,0
627,no,2nd class,male,57.0,0,0,12.35,Q,0
628,yes,1st class,female,21.0,0,0,77.9583,S,0
629,no,3rd class,male,26.0,0,0,7.8958,S,0
630,no,3rd class,male,29.0,0,0,7.7333,Q,0
631,yes,1st class,male,80.0,0,0,30.0,S,0
632,no,3rd class,male,51.0,0,0,7.0542,S,0
633,yes,1st class,male,32.0,0,0,30.5,C,0
634,no,1st class,male,29.0,0,0,0.0,S,0
635,no,3rd class,female,9.0,3,2,27.9,S,5
636,yes,2nd class,female,28.0,0,0,13.0,S,0
637,no,3rd class,male,32.0,0,0,7.925,S,0
638,no,2nd class,male,31.0,1,1,26.25,S,2
639,no,3rd class,female,41.0,0,5,39.6875,S,5
640,no,3rd class,male,29.0,1,0,16.1,S,1
641,no,3rd class,male,20.0,0,0,7.8542,S,0
642,yes,1st class,female,24.0,0,0,69.3,C,0
643,no,3rd class,female,2.0,3,2,27.9,S,5
644,yes,3rd class,male,29.0,0,0,56.4958,S,0
645,yes,3rd class,female,0.75,2,1,19.2583,C,3
646,yes,1st class,male,48.0,1,0,76.7292,C,1
647,no,3rd class,male,19.0,0,0,7.8958,S,0
648,yes,1st class,male,56.0,0,0,35.5,C,0
649,no,3rd class,male,29.0,0,0,7.55,S,0
650,yes,3rd class,female,23.0,0,0,7.55,S,0
651,no,3rd class,male,29.0,0,0,7.8958,S,0
652,yes,2nd class,female,18.0,0,1,23.0,S,1
653,no,3rd class,male,21.0,0,0,8.4333,S,0
654,yes,3rd class,female,29.0,0,0,7.8292,Q,0
655,no,3rd class,female,18.0,0,0,6.75,Q,0
656,no,2nd class,male,24.0,2,0,73.5,S,2
657,no,3rd class,male,29.0,0,0,7.8958,S,0
658,no,3rd class,female,32.0,1,1,15.5,Q,2
659,no,2nd class,male,23.0,0,0,13.0,S,0
660,no,1st class,male,58.0,0,2,113.275,C,2
661,yes,1st class,male,50.0,2,0,133.65,S,2
662,no,3rd class,male,40.0,0,0,7.225,C,0
663,no,1st class,male,47.0,0,0,25.5875,S,0
664,no,3rd class,male,36.0,0,0,7.4958,S,0
665,yes,3rd class,male,20.0,1,0,7.925,S,1
666,no,2nd class,male,32.0,2,0,73.5,S,2
667,no,2nd class,male,25.0,0,0,13.0,S,0
668,no,3rd class,male,29.0,0,0,7.775,S,0
669,no,3rd class,male,43.0,0,0,8.05,S,0
670,yes,1st class,female,29.0,1,0,52.0,S,1
671,yes,2nd class,female,40.0,1,1,39.0,S,2
672,no,1st class,male,31.0,1,0,52.0,S,1
673,no,2nd class,male,70.0,0,0,10.5,S,0
674,yes,2nd class,male,31.0,0,0,13.0,S,0
675,no,2nd class,male,29.0,0,0,0.0,S,0
676,no,3rd class,male,18.0,0,0,7.775,S,0
677,no,3rd class,male,24.5,0,0,8.05,S,0
678,yes,3rd class,female,18.0,0,0,9.8417,S,0
679,no,3rd class,female,43.0,1,6,46.9,S,7
680,yes,1st class,male,36.0,0,1,512.3292,C,1
681,no,3rd class,female,29.0,0,0,8.1375,Q,0
682,yes,1st class,male,27.0,0,0,76.7292,C,0
683,no,3rd class,male,20.0,0,0,9.225,S,0
684,no,3rd class,male,14.0,5,2,46.9,S,7
685,no,2nd class,male,60.0,1,1,39.0,S,2
686,no,2nd class,male,25.0,1,2,41.5792,C,3
687,no,3rd class,male,14.0,4,1,39.6875,S,5
688,no,3rd class,male,19.0,0,0,10.1708,S,0
689,no,3rd class,male,18.0,0,0,7.7958,S,0
690,yes,1st class,female,15.0,0,1,211.3375,S,1
691,yes,1st class,male,31.0,1,0,57.0,S,1
692,yes,3rd class,female,4.0,0,1,13.4167,C,1
693,yes,3rd class,male,29.0,0,0,56.4958,S,0
694,no,3rd class,male,25.0,0,0,7.225,C,0
695,no,1st class,male,60.0,0,0,26.55,S,0
696,no,2nd class,male,52.0,0,0,13.5,S,0
697,no,3rd class,male,44.0,0,0,8.05,S,0
698,yes,3rd class,female,29.0,0,0,7.7333,Q,0
699,no,1st class,male,49.0,1,1,110.8833,C,2
700,no,3rd class,male,42.0,0,0,7.65,S,0
701,yes,1st class,female,18.0,1,0,227.525,C,1
702,yes,1st class,male,35.0,0,0,26.2875,S,0
703,no,3rd class,female,18.0,0,1,14.4542,C,1
704,no,3rd class,male,25.0,0,0,7.7417,Q,0
705,no,3rd class,male,26.0,1,0,7.8542,S,1
706,no,2nd class,male,39.0,0,0,26.0,S,0
707,yes,2nd class,female,45.0,0,0,13.5,S,0
708,yes,1st class,male,42.0,0,0,26.2875,S,0
709,yes,1st class,female,22.0,0,0,151.55,S,0
710,yes,3rd class,male,29.0,1,1,15.2458,C,2
711,yes,1st class,female,24.0,0,0,49.5042,C,0
712,no,1st class,male,29.0,0,0,26.55,S,0
713,yes,1st class,male,48.0,1,0,52.0,S,1
714,no,3rd class,male,29.0,0,0,9.4833,S,0
715,no,2nd class,male,52.0,0,0,13.0,S,0
716,no,3rd class,male,19.0,0,0,7.65,S,0
717,yes,1st class,female,38.0,0,0,227.525,C,0
718,yes,2nd class,female,27.0,0,0,10.5,S,0
719,no,3rd class,male,29.0,0,0,15.5,Q,0
720,no,3rd class,male,33.0,0,0,7.775,S,0
721,yes,2nd class,female,6.0,0,1,33.0,S,1
722,no,3rd class,male,17.0,1,0,7.0542,S,1
723,no,2nd class,male,34.0,0,0,13.0,S,0
724,no,2nd class,male,50.0,0,0,13.0,S,0
725,yes,1st class,male,27.0,1,0,53.1,S,1
726,no,3rd class,male,20.0,0,0,8.6625,S,0
727,yes,2nd class,female,30.0,3,0,21.0,S,3
728,yes,3rd class,female,29.0,0,0,7.7375,Q,0
729,no,2nd class,male,25.0,1,0,26.0,S,1
730,no,3rd class,female,25.0,1,0,7.925,S,1
731,yes,1st class,female,29.0,0,0,211.3375,S,0
732,no,3rd class,male,11.0,0,0,18.7875,C,0
733,no,2nd class,male,29.0,0,0,0.0,S,0
734,no,2nd class,male,23.0,0,0,13.0,S,0
735,no,2nd class,male,23.0,0,0,13.0,S,0
736,no,3rd class,male,28.5,0,0,16.1,S,0
737,no,3rd class,female,48.0,1,3,34.375,S,4
738,yes,1st class,male,35.0,0,0,512.3292,C,0
739,no,3rd class,male,29.0,0,0,7.8958,S,0
740,no,3rd class,male,29.0,0,0,7.8958,S,0
741,yes,1st class,male,29.0,0,0,30.0,S,0
742,no,1st class,male,36.0,1,0,78.85,S,1
743,yes,1st class,female,21.0,2,2,262.375,C,4
744,no,3rd class,male,24.0,1,0,16.1,S,1
745,yes,3rd class,male,31.0,0,0,7.925,S,0
746,no,1st class,male,70.0,1,1,71.0,S,2
747,no,3rd class,male,16.0,1,1,20.25,S,2
748,yes,2nd class,female,30.0,0,0,13.0,S,0
749,no,1st class,male,19.0,1,0,53.1,S,1
750,no,3rd class,male,31.0,0,0,7.75,Q,0
751,yes,2nd class,female,4.0,1,1,23.0,S,2
752,yes,3rd class,male,6.0,0,1,12.475,S,1
753,no,3rd class,male,33.0,0,0,9.5,S,0
754,no,3rd class,male,23.0,0,0,7.8958,S,0
755,yes,2nd class,female,48.0,1,2,65.0,S,3
756,yes,2nd class,male,0.67,1,1,14.5,S,2
757,no,3rd class,male,28.0,0,0,7.7958,S,0
758,no,2nd class,male,18.0,0,0,11.5,S,0
759,no,3rd class,male,34.0,0,0,8.05,S,0
760,yes,1st class,female,33.0,0,0,86.5,S,0
761,no,3rd class,male,29.0,0,0,14.5,S,0
762,no,3rd class,male,41.0,0,0,7.125,S,0
763,yes,3rd class,male,20.0,0,0,7.2292,C,0
764,yes,1st class,female,36.0,1,2,120.0,S,3
765,no,3rd class,male,16.0,0,0,7.775,S,0
766,yes,1st class,female,51.0,1,0,77.9583,S,1
767,no,1st class,male,29.0,0,0,39.6,C,0
768,no,3rd class,female,30.5,0,0,7.75,Q,0
769,no,3rd class,male,29.0,1,0,24.15,Q,1
770,no,3rd class,male,32.0,0,0,8.3625,S,0
771,no,3rd class,male,24.0,0,0,9.5,S,0
772,no,3rd class,male,48.0,0,0,7.8542,S,0
773,no,2nd class,female,57.0,0,0,10.5,S,0
774,no,3rd class,male,29.0,0,0,7.225,C,0
775,yes,2nd class,female,54.0,1,3,23.0,S,4
776,no,3rd class,male,18.0,0,0,7.75,S,0
777,no,3rd class,male,29.0,0,0,7.75,Q,0
778,yes,3rd class,female,5.0,0,0,12.475,S,0
779,no,3rd class,male,29.0,0,0,7.7375,Q,0
780,yes,1st class,female,43.0,0,1,211.3375,S,1
781,yes,3rd class,female,13.0,0,0,7.2292,C,0
782,yes,1st class,female,17.0,1,0,57.0,S,1
783,no,1st class,male,29.0,0,0,30.0,S,0
784,no,3rd class,male,29.0,1,2,23.45,S,3
785,no,3rd class,male,25.0,0,0,7.05,S,0
786,no,3rd class,male,25.0,0,0,7.25,S,0
787,yes,3rd class,female,18.0,0,0,7.4958,S,0
788,no,3rd class,male,8.0,4,1,29.125,Q,5
789,yes,3rd class,male,1.0,1,2,20.575,S,3
790,no,1st class,male,46.0,0,0,79.2,C,0
791,no,3rd class,male,29.0,0,0,7.75,Q,0
792,no,2nd class,male,16.0,0,0,26.0,S,0
793,no,3rd class,female,29.0,8,2,69.55,S,10
794,no,1st class,male,29.0,0,0,30.6958,C,0
795,no,3rd class,male,25.0,0,0,7.8958,S,0
796,no,2nd class,male,39.0,0,0,13.0,S,0
797,yes,1st class,female,49.0,0,0,25.9292,S,0
798,yes,3rd class,female,31.0,0,0,8.6833,S,0
799,no,3rd class,male,30.0,0,0,7.2292,C,0
800,no,3rd class,female,30.0,1,1,24.15,S,2
801,no,2nd class,male,34.0,0,0,13.0,S,0
802,yes,2nd class,female,31.0,1,1,26.25,S,2
803,yes,1st class,male,11.0,1,2,120.0,S,3
804,yes,3rd class,male,0.42,0,1,8.5167,C,1
805,yes,3rd class,male,27.0,0,0,6.975,S,0
806,no,3rd class,male,31.0,0,0,7.775,S,0
807,no,1st class,male,39.0,0,0,0.0,S,0
808,no,3rd class,female,18.0,0,0,7.775,S,0
809,no,2nd class,male,39.0,0,0,13.0,S,0
810,yes,1st class,female,33.0,1,0,53.1,S,1
811,no,3rd class,male,26.0,0,0,7.8875,S,0
812,no,3rd class,male,39.0,0,0,24.15,S,0
813,no,2nd class,male,35.0,0,0,10.5,S,0
814,no,3rd class,female,6.0,4,2,31.275,S,6
815,no,3rd class,male,30.5,0,0,8.05,S,0
816,no,1st class,male,29.0,0,0,0.0,S,0
817,no,3rd class,female,23.0,0,0,7.925,S,0
818,no,2nd class,male,31.0,1,1,37.0042,C,2
819,no,3rd class,male,43.0,0,0,6.45,S,0
820,no,3rd class,male,10.0,3,2,27.9,S,5
821,yes,1st class,female,52.0,1,1,93.5,S,2
822,yes,3rd class,male,27.0,0,0,8.6625,S,0
823,no,1st class,male,38.0,0,0,0.0,S,0
824,yes,3rd class,female,27.0,0,1,12.475,S,1
825,no,3rd class,male,2.0,4,1,39.6875,S,5
826,no,3rd class,male,29.0,0,0,6.95,Q,0
827,no,3rd class,male,29.0,0,0,56.4958,S,0
828,yes,2nd class,male,1.0,0,2,37.0042,C,2
829,yes,3rd class,male,29.0,0,0,7.75,Q,0
830,yes,1st class,female,62.0,0,0,80.0,S,0
831,yes,3rd class,female,15.0,1,0,14.4542,C,1
832,yes,2nd class,male,0.83,1,1,18.75,S,2
833,no,3rd class,male,29.0,0,0,7.2292,C,0
834,no,3rd class,male,23.0,0,0,7.8542,S,0
835,no,3rd class,male,18.0,0,0,8.3,S,0
836,yes,1st class,female,39.0,1,1,83.1583,C,2
837,no,3rd class,male,21.0,0,0,8.6625,S,0
838,no,3rd class,male,29.0,0,0,8.05,S,0
839,yes,3rd class,male,32.0,0,0,56.4958,S,0
840,yes,1st class,male,29.0,0,0,29.7,C,0
841,no,3rd class,male,20.0,0,0,7.925,S,0
842,no,2nd class,male,16.0,0,0,10.5,S,0
843,yes,1st class,female,30.0,0,0,31.0,C,0
844,no,3rd class,male,34.5,0,0,6.4375,C,0
845,no,3rd class,male,17.0,0,0,8.6625,S,0
846,no,3rd class,male,42.0,0,0,7.55,S,0
847,no,3rd class,male,29.0,8,2,69.55,S,10
848,no,3rd class,male,35.0,0,0,7.8958,C,0
849,no,2nd class,male,28.0,0,1,33.0,S,1
850,yes,1st class,female,29.0,1,0,89.1042,C,1
851,no,3rd class,male,4.0,4,2,31.275,S,6
852,no,3rd class,male,74.0,0,0,7.775,S,0
853,no,3rd class,female,9.0,1,1,15.2458,C,2
854,yes,1st class,female,16.0,0,1,39.4,S,1
855,no,2nd class,female,44.0,1,0,26.0,S,1
856,yes,3rd class,female,18.0,0,1,9.35,S,1
857,yes,1st class,female,45.0,1,1,164.8667,S,2
858,yes,1st class,male,51.0,0,0,26.55,S,0
859,yes,3rd class,female,24.0,0,3,19.2583,C,3
860,no,3rd class,male,29.0,0,0,7.2292,C,0
861,no,3rd class,male,41.0,2,0,14.1083,S,2
862,no,2nd class,male,21.0,1,0,11.5,S,1
863,yes,1st class,female,48.0,0,0,25.9292,S,0
864,no,3rd class,female,29.0,8,2,69.55,S,10
865,no,2nd class,male,24.0,0,0,13.0,S,0
866,yes,2nd class,female,42.0,0,0,13.0,S,0
867,yes,2nd class,female,27.0,1,0,13.8583,C,1
868,no,1st class,male,31.0,0,0,50.4958,S,0
869,no,3rd class,male,29.0,0,0,9.5,S,0
870,yes,3rd class,male,4.0,1,1,11.1333,S,2
871,no,3rd class,male,26.0,0,0,7.8958,S,0
872,yes,1st class,female,47.0,1,1,52.5542,S,2
873,no,1st class,male,33.0,0,0,5.0,S,0
874,no,3rd class,male,47.0,0,0,9.0,S,0
875,yes,2nd class,female,28.0,1,0,24.0,C,1
876,yes,3rd class,female,15.0,0,0,7.225,C,0
877,no,3rd class,male,20.0,0,0,9.8458,S,0
878,no,3rd class,male,19.0,0,0,7.8958,S,0
879,no,3rd class,male,29.0,0,0,7.8958,S,0
880,yes,1st class,female,56.0,0,1,83.1583,C,1
881,yes,2nd class,female,25.0,0,1,26.0,S,1
882,no,3rd class,male,33.0,0,0,7.8958,S,0
883,no,3rd class,female,22.0,0,0,10.5167,S,0
884,no,2nd class,male,28.0,0,0,10.5,S,0
885,no,3rd class,male,25.0,0,0,7.05,S,0
886,no,3rd class,female,39.0,0,5,29.125,Q,5
887,no,2nd class,male,27.0,0,0,13.0,S,0
888,yes,1st class,female,19.0,0,0,30.0,S,0
889,no,3rd class,female,29.0,1,2,23.45,S,3
890,yes,1st class,male,26.0,0,0,30.0,C,0
891,no,3rd class,male,32.0,0,0,7.75,Q,0
